,mean,std,skew,kurt,max,min,h_mean_change,h_max_change,h_min_change,q1_mean,q2_mean,q3_mean,q4_mean,q5_mean,q1_std,q2_std,q3_std,q4_std,q5_std,q1_max,q2_max,q3_max,q4_max,q5_max,q1_min,q2_min,q3_min,q4_min,q5_min
0,470.8333333333333,262.58924044104,0.3764103903578084,-0.8408458766505995,930.0,35.0,-393.53333333333336,-481.0,-280.0,639.2857142857143,658.4285714285714,310.0,287.7142857142857,428.5,181.95394498399338,237.289455548041,295.02316293244957,112.34280022282141,28.991378028648448,901.0,930.0,930.0,394.0,449.0,382.0,315.0,35.0,137.0,408.0
1,210.96666666666667,222.20640968646052,0.7632516543652089,-0.7606078150687834,679.0,0.0,-290.8666666666667,-169.0,0.0,339.7142857142857,424.0,31.857142857142858,108.57142857142857,0.0,183.12264950547424,178.59357957851304,33.41371261138442,187.94312716249843,0.0,679.0,637.0,81.0,510.0,0.0,137.0,132.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.06666666666666667,0.36514837167011066,5.477225575051664,30.00000000000003,2.0,0.0,-0.13333333333333333,-2.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.7559289460184545,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5.033333333333333,17.57247717377913,4.047120731912141,17.414045692012103,87.0,0.0,-10.066666666666666,-87.0,0.0,5.571428571428571,16.0,0.0,0.0,0.0,14.740614447359862,32.66496594212215,0.0,0.0,0.0,39.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4.533333333333333,24.085670848657823,5.469296546327142,29.93892991133025,132.0,0.0,-9.066666666666666,-132.0,0.0,19.428571428571427,0.0,0.0,0.0,0.0,49.66171276029165,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,16.466666666666665,60.6275988896677,3.6661319811800293,12.336616277971372,251.0,0.0,-2.666666666666668,-24.0,0.0,38.142857142857146,0.0,0.0,0.0,113.5,94.00075987534812,0.0,0.0,0.0,160.51323932934628,251.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0
9,2.4,13.145341380123988,5.477225575051656,29.99999999999997,72.0,0.0,-4.8,-72.0,0.0,0.0,10.285714285714286,0.0,0.0,0.0,0.0,27.21344205666436,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,87.0,136.6798423702077,1.7238953888485493,2.2815816873564567,510.0,0.0,-89.86666666666667,-251.0,0.0,51.0,229.28571428571428,56.285714285714285,30.142857142857142,21.5,96.10064169053885,194.44597731822097,97.4041653553452,48.05007308849304,10.606601717798213,251.0,510.0,259.0,116.0,29.0,0.0,0.0,0.0,0.0,14.0
11,116.56666666666666,120.05564322956403,0.7157821230694752,-0.7013373380851267,382.0,0.0,143.0,115.0,2.0,21.714285714285715,36.714285714285715,239.28571428571428,165.28571428571428,128.0,36.79091502764546,62.89333373714123,63.73045919002489,146.8578840077648,49.49747468305833,99.0,137.0,315.0,382.0,163.0,0.0,0.0,142.0,2.0,93.0
12,503.23333333333335,339.25218809380846,0.12305030380222674,-0.8948169162904827,1196.0,10.0,420.8666666666666,401.0,398.0,74.14285714285714,446.7142857142857,915.8571428571429,541.5714285714286,624.5,47.68098353092343,283.3394397101083,182.2959394057079,116.07879097529279,139.30003589374985,153.0,795.0,1196.0,723.0,723.0,10.0,112.0,746.0,408.0,526.0
13,286.73333333333335,271.57864591963084,0.4139022878127279,-1.5304210616865699,770.0,0.0,-341.3333333333333,-209.0,-29.0,417.14285714285717,498.85714285714283,263.0,30.571428571428573,67.5,189.3659847767708,300.72879729718187,252.53844591797636,28.94740715422335,2.1213203435596424,617.0,770.0,561.0,93.0,69.0,168.0,29.0,0.0,7.0,66.0
14,116.16666666666667,134.82148691263322,0.9840077330738675,-0.24691984737539485,449.0,0.0,-64.46666666666667,-79.0,0.0,143.0,174.71428571428572,58.42857142857143,72.0,174.0,125.80937961853242,175.76946481657376,89.19240838931144,132.62478400862085,144.2497833620557,358.0,449.0,206.0,370.0,276.0,30.0,0.0,0.0,0.0,72.0
15,89.86666666666666,139.8626748496251,1.932994626475966,3.527824306795082,526.0,0.0,-120.0,-292.0,0.0,115.14285714285714,198.42857142857142,7.571428571428571,62.857142857142854,4.0,166.58974415354282,170.57047140195664,20.03211706948904,107.65288132299506,5.656854249492381,478.0,526.0,53.0,234.0,8.0,0.0,0.0,0.0,0.0,0.0
