,mean,std,skew,kurt,max,min,h_mean_change,h_max_change,h_min_change,q1_mean,q2_mean,q3_mean,q4_mean,q5_mean,q1_std,q2_std,q3_std,q4_std,q5_std,q1_max,q2_max,q3_max,q4_max,q5_max,q1_min,q2_min,q3_min,q4_min,q5_min
0,191.4,156.85301707495856,0.7811001469545185,-0.2930412893287806,568.0,3.0,68.53333333333333,-114.0,-8.0,270.14285714285717,63.285714285714285,133.28571428571428,315.2857142857143,134.0,178.6219737988849,43.388609433484135,113.60415820692815,132.98335019306526,176.7766952966369,568.0,120.0,286.0,454.0,259.0,67.0,11.0,3.0,154.0,9.0
1,145.2,96.39480598398265,0.9129313631370518,0.5995269824771556,398.0,0.0,-63.20000000000002,-156.0,-49.0,147.28571428571428,206.14285714285714,107.71428571428571,121.57142857142857,138.5,85.23245525368509,137.72730130155577,81.35255432522138,73.54558029516376,6.363961030678928,286.0,398.0,242.0,235.0,143.0,49.0,58.0,0.0,0.0,134.0
2,301.23333333333335,170.57785831439682,-0.16347132559490157,-0.740925678517224,606.0,0.0,-31.933333333333337,73.0,-52.0,276.0,379.14285714285717,106.0,367.14285714285717,569.5,155.6373991044569,96.22097583415058,109.80133575386655,115.33636109430621,51.61879502661797,500.0,533.0,277.0,550.0,606.0,52.0,268.0,0.0,219.0,533.0
3,246.6,176.62401133286025,0.35013284482055423,-0.9604170480679906,587.0,8.0,-167.59999999999997,-162.0,-80.0,254.71428571428572,377.14285714285717,200.57142857142858,172.85714285714286,180.5,95.12573133440164,197.69119738574483,229.54074231158265,134.6110799939695,98.2878425849301,439.0,587.0,533.0,386.0,250.0,143.0,88.0,8.0,26.0,111.0
4,430.76666666666665,326.77437996620677,2.041484738546282,6.423795911277248,1672.0,6.0,202.86666666666673,913.0,58.0,247.28571428571428,442.57142857142856,333.0,760.8571428571429,218.5,148.4404642561166,210.937476631392,190.82015966174365,460.9592999283952,218.4959953866432,386.0,759.0,568.0,1672.0,373.0,6.0,166.0,111.0,361.0,64.0
5,371.0,451.4676450010107,1.0696341669024119,-0.3931326131117512,1384.0,0.0,-319.0666666666666,-342.0,-64.0,251.42857142857142,876.2857142857143,159.57142857142858,9.571428571428571,1026.0,260.66700158302683,469.52199603629305,185.21326189274998,15.746503769166695,22.627416997969522,835.0,1384.0,485.0,38.0,1042.0,88.0,139.0,0.0,0.0,1010.0
6,492.43333333333334,493.3805052781329,0.9687494117829067,0.3733378395399449,1836.0,8.0,-647.0,-725.0,-309.0,702.7142857142857,967.1428571428571,372.42857142857144,61.0,25.0,335.5923689466703,518.8353716326046,403.171533859083,104.1633332799983,18.384776310850235,1260.0,1836.0,1111.0,296.0,38.0,317.0,361.0,9.0,8.0,12.0
7,448.93333333333334,357.52915804249403,1.402500366079646,3.4869766647938794,1672.0,8.0,281.8666666666667,630.0,251.0,138.71428571428572,434.7142857142857,517.7142857142857,682.4285714285714,526.5,112.05164625551662,438.5227908504164,163.6120556740999,449.43032724507924,58.68986283848344,328.0,1042.0,712.0,1672.0,568.0,20.0,8.0,259.0,411.0,485.0
8,232.7,159.3506543271246,0.31806031279418634,-1.333580392348559,500.0,34.0,-186.0666666666667,-61.0,-18.0,366.42857142857144,324.14285714285717,140.14285714285714,144.57142857142858,77.0,83.2763614776269,176.874181808641,145.44463846131578,70.60655574580674,60.81118318204309,469.0,500.0,439.0,212.0,120.0,227.0,73.0,41.0,47.0,34.0
9,523.5333333333333,353.09642458890926,-0.19248375505135318,-1.3346251141871863,1010.0,3.0,447.7333333333333,62.0,335.0,50.714285714285715,504.85714285714283,690.4285714285714,750.4285714285714,865.5,52.41410206459799,294.8714005412238,294.2039299209859,176.9800903518596,116.67261889578035,139.0,948.0,1010.0,1010.0,948.0,3.0,17.0,338.0,469.0,783.0
10,727.2,326.823415360017,0.5107005409954042,0.0919077971707809,1521.0,116.0,-122.13333333333333,-180.0,-134.0,994.4285714285714,625.4285714285714,761.7142857142857,514.7142857142857,771.0,260.72326142409895,323.7977028654656,325.226441260913,295.8421393726246,16.97056274847714,1521.0,1260.0,1341.0,1076.0,783.0,759.0,250.0,454.0,116.0,759.0
11,772.9666666666667,348.1958904997581,0.3863443417752282,-0.21603363225509575,1521.0,184.0,-297.26666666666665,-180.0,-366.0,1032.2857142857142,840.8571428571429,662.0,641.2857142857143,477.0,369.5198299982083,228.7345102744144,356.1890883599141,322.8403704029358,332.34018715767735,1521.0,1260.0,1341.0,1182.0,712.0,587.0,550.0,197.0,184.0,242.0
12,912.1,406.89228855160013,0.6803211915376949,-0.2422559803400377,1836.0,338.0,156.60000000000002,576.0,-87.0,847.0,820.4285714285714,679.2857142857143,1288.142857142857,959.5,250.92362715907535,293.4364537356468,241.90749904713186,493.7834979595236,794.0809152724929,1111.0,1260.0,1042.0,1836.0,1521.0,425.0,500.0,338.0,500.0,398.0
13,650.6666666666666,450.07909905071,0.7755603384455793,-0.766887513718848,1620.0,160.0,-465.8666666666667,-474.0,116.0,449.7142857142857,1280.0,579.7142857142857,276.0,711.0,277.21514766555975,247.57759726329576,312.78731553869756,0.0,615.1828996322963,948.0,1620.0,1146.0,276.0,1146.0,160.0,948.0,276.0,276.0,276.0
14,325.4,494.30045309612495,1.721392967088041,1.969629832161694,1780.0,0.0,-564.5333333333333,-1660.0,0.0,1042.5714285714287,257.85714285714283,25.285714285714285,51.42857142857143,61.0,529.2125776858978,276.3008195013957,21.171634212740763,52.21703790544853,12.727922061357855,1780.0,759.0,55.0,120.0,70.0,286.0,0.0,3.0,0.0,52.0
15,149.6,183.54847147091786,1.1557715062913614,0.1119413113715102,587.0,0.0,218.13333333333335,427.0,3.0,66.14285714285714,17.428571428571427,73.71428571428571,379.85714285714283,364.0,70.14372999165967,31.679947089902907,76.36909122962048,194.78315171101477,66.46803743153546,160.0,88.0,178.0,587.0,411.0,0.0,0.0,3.0,20.0,317.0
16,105.16666666666667,91.03924251750406,1.09533162897441,0.5490854013879849,349.0,3.0,-36.33333333333333,-63.0,-11.0,178.85714285714286,83.28571428571429,38.285714285714285,124.14285714285714,91.5,97.16897408025632,82.96930011699968,46.639447844481346,94.25219461888508,21.920310216782973,349.0,259.0,139.0,286.0,107.0,73.0,14.0,3.0,12.0,76.0
17,100.23333333333333,96.64820077292529,0.9081885475077875,-0.11305271384664417,328.0,0.0,-44.599999999999994,-109.0,0.0,172.28571428571428,71.71428571428571,142.28571428571428,43.285714285714285,0.0,143.91978585970992,43.045380262053236,69.49511801969567,39.381528181429964,0.0,328.0,139.0,219.0,116.0,0.0,0.0,0.0,15.0,0.0,0.0
