,mean,std,skew,kurt,max,min,active_p,h_mean_change,h_max_change,h_min_change,q1_mean,q2_mean,q3_mean,q4_mean,q5_mean,q1_std,q2_std,q3_std,q4_std,q5_std,q1_max,q2_max,q3_max,q4_max,q5_max,q1_min,q2_min,q3_min,q4_min,q5_min
0,0.8506799694662461,0.053681886501704745,-0.92171263022607,0.9386765930858743,0.934265164673538,0.6967800336854563,1.0,0.002557785709908611,0.025936412231018058,-0.07325620165402091,0.851673918753252,0.8422737559358223,0.8782335346785192,0.8595276708981527,0.7492184610635784,0.02284904039737273,0.053297576774610535,0.04156068549705743,0.05856365916171875,0.07415913518765681,0.882978398906742,0.90832875244252,0.934265164673538,0.9129479230699855,0.8016568884417004,0.8261577577625392,0.7700362353394772,0.8116817414937278,0.7521461994786802,0.6967800336854563
1,0.8141751818500917,0.1282155361236619,-1.3241622189890456,0.6942844471686223,0.9355139384955802,0.47510729015458397,0.9666666666666667,-0.18127131926940343,-0.06929327105310357,-0.3814013328439102,0.9012159608141512,0.9103966618395682,0.8195744006977363,0.685777055429376,0.6032534520184651,0.020569762775047507,0.016154065210774567,0.08062318554979722,0.1333856026650922,0.06676011672236953,0.9155801834245816,0.9355139384955802,0.8908742636958668,0.8274328876220549,0.650459983265658,0.8565086229984942,0.8935988077085517,0.6482857730102562,0.47510729015458397,0.5560469207712722
2,0.7089436980858745,0.13766405521050934,-2.3896511584729323,6.6591545869647994,0.846327826416363,0.19525893225022262,0.9333333333333333,0.03917074353316419,-0.016102722208304554,0.17703470336819932,0.6336969149062144,0.7341821177090109,0.7992974794255048,0.6856940796371965,0.6491084004153768,0.21080327871748922,0.07328819972369054,0.025774292780573926,0.14430678392886798,0.09807308606323345,0.7941106814828005,0.846327826416363,0.8302251042080584,0.8182573224478271,0.718456544622581,0.19525893225022262,0.6105677226606007,0.7652216664828124,0.37229363561842194,0.5797602562081725
3,0.8219644006384245,0.04924888655039734,-0.44462284030299737,0.15388547221081694,0.9120627412373514,0.6900400837590679,1.0,0.03615198807675579,0.03135615310305595,0.08511622217943748,0.782483509901333,0.8295489954285883,0.8117714292156967,0.8648131287745365,0.819306287955826,0.05903495383809285,0.042078327061391016,0.03928368156127242,0.025536853859531233,0.026915839672240358,0.8807065881342955,0.8789720255780324,0.8741456167982857,0.9120627412373514,0.8383386607093971,0.6900400837590679,0.7723848783144934,0.7740985616912486,0.8351970685713128,0.800273915202255
4,0.7693914601116628,0.17120550665100115,-1.5959415944583082,1.5468455287060032,0.9361206320972704,0.34706028015746015,0.8666666666666667,0.08754578882226893,0.04507437176767459,-0.006467074886908675,0.7842084750070686,0.7201845436305823,0.6479183722725244,0.8913291548704617,0.8881299914427138,0.08530903176429327,0.20681662476578347,0.21912509914946374,0.03317402109468167,0.03115591841903117,0.8910462603295958,0.8689966057868295,0.8650269403862303,0.9361206320972704,0.9101605526309056,0.6661569776734633,0.3661081035808227,0.34706028015746015,0.8409059234591888,0.866099430254522
5,0.7645273616316982,0.14699469408038246,-2.4298087213702795,7.876899161934684,0.9158852713891028,0.18134156105790805,0.9666666666666667,0.06412675058783657,-0.02355331366531921,0.38323989550367105,0.7979005216551769,0.6694116913867338,0.6943328731431578,0.863488683507155,0.879942230552691,0.08100983659782325,0.24047383664202324,0.07758174406692109,0.0225198860389332,0.017521720199461518,0.9158852713891028,0.8328700930091565,0.7811825576850857,0.891051782758358,0.8923319577237836,0.6758635210125381,0.18134156105790805,0.5645814565615791,0.835107565597018,0.8675525033815985
6,0.5879725817554143,0.1987723966349368,0.05140901782942337,-1.1142218106083646,0.9216284404548882,0.18502410772737965,0.4666666666666667,0.1014736713564055,0.06405604808976428,0.18547342705378633,0.5662510444849073,0.47121803592187345,0.6410961141255848,0.5965699287029417,0.8566157950076403,0.16545206008722202,0.19696469420449916,0.18239843017684548,0.2150130142721724,0.09194176491725149,0.857572392365124,0.7375370327199189,0.8182143455778579,0.9122934563386373,0.9216284404548882,0.3702615360805886,0.18502410772737965,0.3770153026408266,0.370497534781166,0.7916031495603923
7,0.8807848366069636,0.05613474499088088,-0.8321696976529795,0.11234153430613958,0.9552674655902857,0.7505384568519808,1.0,0.02462593441489558,0.017430695523767303,-0.0045769365206402846,0.8821420491039687,0.8640419107856163,0.8541658060083256,0.9345774164618001,0.8395274108454642,0.03344808300645488,0.06327678037519728,0.043297446485213976,0.02222881558705742,0.1258493856389796,0.9310039321147903,0.9378367700665184,0.8993022466729017,0.9552674655902857,0.9285163648389476,0.8302661202346151,0.7551153933726211,0.7868064532094329,0.8910890248257175,0.7505384568519808
8,0.8694199888466029,0.08156130165379705,-1.763266360738515,4.08337235297644,0.9679205637894648,0.5926347932869789,1.0,-0.06450250934248469,-0.01617029968277439,-0.226288874648495,0.8729764811427645,0.9346057860814371,0.7924862536865674,0.8679433316238857,0.9032583488277491,0.03431845330606569,0.024760455071979656,0.09254268866821691,0.09761623221720038,0.006469767593120474,0.9248962409097765,0.9679205637894648,0.8719927821982658,0.9517502641066904,0.9078331653655456,0.8189236679354739,0.9005621540878632,0.5926347932869789,0.6744032181476722,0.8986835322899527
9,0.5947872684696593,0.23427029126311197,-0.5784387983437923,-0.05901336891885878,0.9105239632900962,0.0,0.5333333333333333,-0.09723406193796558,-0.013513622373485856,-0.373127825369498,0.7432606546580398,0.5053879922404655,0.580527784629062,0.591767527497172,0.4485051704583052,0.13494757016974374,0.11013615146957265,0.180248704224367,0.30489291750668823,0.6342820948565919,0.8914617811478667,0.7303640645321858,0.9105239632900962,0.8580570743232766,0.8970103409166104,0.49618554704312096,0.373127825369498,0.43499805622757703,0.18367051535113377,0.0
10,0.8294628307812747,0.17889805490679944,-2.631223684355823,6.564984299934844,0.9566686775452864,0.18240925566998328,0.9,0.12657737131756452,-0.03853176875459796,0.6789946758430774,0.6277399091551573,0.8788390061070919,0.9060738525657969,0.8879967327968473,0.8896692095319919,0.28040949397203746,0.11217251888340914,0.025584201881933697,0.01601166513428471,0.03411043381280432,0.8862710989800555,0.9566686775452864,0.9465597700016402,0.9108169531462293,0.9137889285902407,0.18240925566998328,0.6291664210201832,0.8614039315130607,0.8702276824917898,0.8655494904737431
11,0.8447046231634121,0.06460329514847711,-1.741621597154368,2.7433528303014074,0.9158923677776996,0.6596498547497087,1.0,-0.030944354189931245,-0.01428111743479632,0.01604608302450139,0.8490441304732254,0.8752368494135491,0.8442434569245723,0.8164645039815351,0.8231080546760952,0.088695312066842,0.022546749566452716,0.03992623862891543,0.08948169404845085,0.0014326392228734234,0.9158923677776996,0.8991185280948324,0.9016112503429032,0.8932707858339528,0.8241210835855828,0.6596498547497087,0.8385753244956013,0.7792747071287216,0.6756959377742101,0.8220950257666075
12,0.8585128008040843,0.08992612324338843,-2.6839786317481105,9.86780799780236,0.9453784444484878,0.48384413120454706,0.9666666666666667,-0.006567568205298024,-0.006824814426046988,-0.27402846201899245,0.8512154739551265,0.8638375675737769,0.9015939820346471,0.7981141467002961,0.9260279161378018,0.07146807809641245,0.04566545155898755,0.021452581372305466,0.15278832175668494,0.01771403445406165,0.9317636229726326,0.9453784444484878,0.9269010680578719,0.9257285696240994,0.9385536300224409,0.7578725932235395,0.8039054515646541,0.8639266052014851,0.48384413120454706,0.9135022022531626
13,0.7433860560542523,0.19047102304034388,-1.4172308732611443,1.3247267962798746,0.9284834099625632,0.1878706921522843,0.8333333333333334,-0.17857803763486446,-0.042085158719197824,-0.2560404740681121,0.7825910455623157,0.8861675355996701,0.5706623114949864,0.7189107261726555,0.7966301749100914,0.16058407472237246,0.021700457240135935,0.24626672367677582,0.161999431536795,0.03223050442730936,0.924544695330685,0.9284834099625632,0.8237627261327709,0.8863982512433654,0.8194205831517049,0.4439111662203964,0.8626553591537727,0.1878706921522843,0.48230300990217007,0.7738397666684779
14,0.7407206934328502,0.11019997177194674,-1.6607297716667255,2.596314023638357,0.8748114477854106,0.42176866429903415,0.9333333333333333,-0.025473065063324474,0.03923719315544949,0.02223989201664406,0.7808374578990003,0.7216891627025556,0.771291266657186,0.7076919354282788,0.6755260220881782,0.05094952831148613,0.13771079680634302,0.08176870112705073,0.15079150116602436,0.09895103912110728,0.8355742546299612,0.8287664710579459,0.8748114477854106,0.8418344519845886,0.7454949728561685,0.6914451314208496,0.42176866429903415,0.63983130582281,0.4440085563156782,0.6055570713201879
15,0.7926094055333051,0.18605345460816794,-3.13440875561211,11.312924018086022,0.929355550286139,0.0,0.9,-0.15520790065721357,-0.023802466400319022,-0.7918091293985332,0.8755490732134883,0.8658111132407512,0.8539262513364714,0.7303893200461299,0.24927593057063271,0.02178407937137284,0.04533336236430419,0.04099792657920628,0.1442326195495444,0.3525294017861628,0.9049423171494544,0.929355550286139,0.90555308388582,0.8927188332756628,0.49855186114126543,0.8524578168286878,0.7918091293985332,0.7845548528155339,0.497894220175406,0.0
16,0.6784440831491956,0.19749615921494199,-0.40122148700187577,-0.5857626725709459,0.9542459973597324,0.18420615101302973,0.6333333333333333,-0.07506407731198816,-0.01722668424081908,-0.2714651508142861,0.5774107145401617,0.8231161630617118,0.6240138395085014,0.6938776511046802,0.6621969584852414,0.1473885832115127,0.16805211127371594,0.18382789098275845,0.25101724066964665,0.09816106141774934,0.8408737703466446,0.9542459973597324,0.9359536838647338,0.9370193131189133,0.7316073106622012,0.49142629444380626,0.45567130182731586,0.48546090220464966,0.18420615101302973,0.5927866063082817
17,0.7555741467153306,0.15556405723868644,-1.0444753788785108,0.31072810265993756,0.9463159777671969,0.36301645409373956,0.8666666666666667,-0.1558370081616054,-0.08676208034190136,-0.286034669404388,0.8482567559767451,0.8311936609859726,0.7040496673934227,0.6163025828946346,0.8343028653522471,0.08521093827424625,0.10904765687593786,0.123162378210069,0.19534715011459108,3.383293777392855e-05,0.9463159777671969,0.9435542623929427,0.8151854975740036,0.8595538974252955,0.8343267888519745,0.6883082091477,0.6490511234981275,0.4476819852067465,0.36301645409373956,0.8342789418525197
18,0.8709555422154368,0.045279987016840946,-1.052591598370135,1.2330074133769995,0.9296758255911108,0.7345405332235528,1.0,0.054633256356085735,0.019957636555562708,0.10212469149580472,0.8476996645949079,0.8334705710441311,0.8788524938301804,0.9104866282910368,0.9175503810706562,0.03353469547588508,0.054846087347849314,0.02635820436487013,0.01197282919934449,0.017147968090629438,0.9097181890355481,0.892200848705919,0.904329527571156,0.9256400671721019,0.9296758255911108,0.8142037684950552,0.7345405332235528,0.8366652247193576,0.8906827447198518,0.9054249365502016
19,0.8954377248612182,0.05560339325428769,-2.104381831269213,3.448252080293987,0.9422236625336979,0.7339099406161294,1.0,-0.039420930283028066,0.0,-0.15799605077183254,0.9096012166795965,0.9215064411271511,0.9177764265350614,0.8698351183081113,0.7660486636435516,0.007844415321440985,0.018602827097894938,0.01043050634378189,0.07828399361272874,0.045451017982733065,0.9183197845733809,0.9422236625336979,0.9331184864515363,0.9422236625336979,0.7981873866709739,0.896814174672407,0.8919059913879619,0.9027940351369119,0.743936599342328,0.7339099406161294
20,0.8588857269426744,0.05913508484257037,-0.42101838745713765,-0.7221588251754572,0.9416039509501174,0.7239632165895009,1.0,0.05906193616044619,0.003441524357603254,0.07812523415113226,0.8177966625429729,0.8253689026490638,0.9285778642593971,0.8642505317043988,0.8573070400947023,0.06049201370960521,0.05143577903889178,0.012018771379702302,0.033370239244378416,0.04633440500567737,0.8961808326438927,0.9129470838944065,0.9416039509501174,0.9064188439883212,0.8900704120764606,0.7239632165895009,0.7604487665746392,0.9074550929834393,0.8020884507406332,0.8245436681129439
21,0.719006479237481,0.11611755268437202,-0.8406977240314134,0.05778441211508456,0.870496445337188,0.4526182715899225,0.9,0.03834195966271303,-0.018060484288122902,0.03040292714013554,0.7433099852286842,0.6546226927299894,0.7150184051901068,0.7280011558572255,0.8417643520411968,0.13114669791956596,0.13364182153301896,0.11281555105283246,0.08174931242831524,0.015091934191270143,0.870496445337188,0.7777760709005999,0.8254169466058066,0.8408737703466446,0.852435961049065,0.533821376973798,0.4526182715899225,0.48302119873005805,0.6430908925747509,0.8310927430333286
22,0.7672950052931822,0.16004227501013626,-0.8231462792022243,-0.7952893183271157,0.9463589136815309,0.4889568980085805,0.8333333333333334,-0.2243859092594006,-0.08944003826477576,-0.23384254398534315,0.8571856793820753,0.9047389600749466,0.7199448124461273,0.6215155711711052,0.6475774986378439,0.07308243920568856,0.03881723938748444,0.16186475899203864,0.16209562493376264,0.07025465830197979,0.9246990954044838,0.9463589136815309,0.858846922644085,0.8380459124218521,0.6972550439331175,0.7227994419939237,0.8501134783820427,0.4889568980085805,0.4938113066339228,0.5978999533425702
23,0.7118776700466185,0.19804436080273105,-0.08445916992181811,-1.6102801777784055,0.990732383782931,0.374547824880225,0.6666666666666666,-0.2134755315908271,-0.09214959481439633,0.11745836380412783,0.7040263554523979,0.9399269932089219,0.5968169445023059,0.5942137757732331,0.7557208094202712,0.20329026496110517,0.054561421422587096,0.12820253301654255,0.17042107055912187,0.202037349024622,0.9204295317205073,0.990732383782931,0.7786930707317892,0.8907065089655692,0.8985827889685347,0.374547824880225,0.830189154315091,0.49205972474714604,0.4920061886843528,0.6128588298720077
24,0.7489313340811312,0.24529150167263775,-1.5099421626024983,2.010730478270609,0.9898397933450747,0.0,0.8333333333333334,-0.24824043763311854,-0.07157910784514976,-0.5433622306536037,0.9315621707217776,0.8221328910440736,0.47660597679464406,0.7385164350241357,0.8431088536707594,0.0515476160852701,0.1693565878918498,0.302328606093242,0.1821787254421931,0.025953019914786636,0.9898397933450747,0.9364353520713715,0.8199078611043993,0.9182606854999249,0.8614604100447746,0.8493537471223827,0.5433622306536037,0.0,0.49939346616049307,0.8247572972967443
25,0.5343207193244122,0.09053494053133183,1.2648227607216587,1.966649544321068,0.7818981749661148,0.37529961643774407,0.7,0.020671198334362484,-0.047801569815380085,-0.00541182793807804,0.533551236192183,0.5175410190632547,0.5553721159519523,0.5573663491328601,0.4414032686753073,0.12176442182983337,0.0414216598045235,0.09472609342720185,0.09111068462146066,0.0934846815167566,0.7818981749661148,0.6110710905427512,0.7329327376954083,0.7340966051507347,0.5075069209128706,0.3807114443758221,0.4954165350399404,0.49364671850199127,0.49855186114126543,0.37529961643774407
26,0.4826542266693485,0.04111839740381757,-2.154929001599489,3.1124834744558734,0.5093500584549014,0.37381618370473396,0.4,-0.00027972567450457175,-0.002077055532686445,-0.004587540549395641,0.4957574061465796,0.4673381391791989,0.4628024058141961,0.4988307430297821,0.5032629704460796,0.01251790454523181,0.059772179026366556,0.05515947319673237,0.004376267240095776,0.0006160758977769343,0.5093500584549014,0.5072551064533903,0.5019036467019584,0.507273002922215,0.5036986018911233,0.4720494313025759,0.3784037242541296,0.37381618370473396,0.4943827778155421,0.5028273390010359
27,0.5483682990673537,0.14141138438583203,2.1860647139404223,3.418866044407175,0.9334143222526328,0.3864867529502814,0.5666666666666667,0.0978845815808787,0.41740838405400993,-0.09522979717950092,0.5036870962662583,0.49504827499590615,0.49848975880613405,0.6572724856855607,0.684782830871798,0.006170146753205399,0.011157375341747064,0.0076230227520293825,0.23990741117193157,0.24845719366376473,0.5160059381986228,0.5112010581138922,0.5047808410122665,0.9334143222526328,0.8604685973460253,0.4990678269225083,0.4817165501297823,0.48230300990217007,0.3864867529502814,0.5090970643975706
28,0.4767523991917221,0.049666777593682675,-1.288363019729492,-0.2626337149053888,0.5128877510655666,0.38013791626909094,0.5666666666666667,0.017090911747245974,-0.0010000431540936328,-0.009944502149760448,0.4868145683365529,0.44321634576429275,0.4709567962447402,0.4979492924104361,0.5050064782297542,0.042597329128055916,0.06325062374053551,0.06187650110865326,0.004314554767528775,0.0019145301421706526,0.5121283566938563,0.5121283566938563,0.5128877510655666,0.5047808410122665,0.5063602554760691,0.3909712634651205,0.3900824184188514,0.38013791626909094,0.4920061886843528,0.5036527009834393
29,0.5452197691305691,0.12131786714990213,2.3613451198347444,5.230787492599081,0.9289059115370593,0.38093829636355236,0.7333333333333333,0.047576532316778275,-0.015292564452636603,0.11184881274301767,0.5419085386581929,0.5022960292689095,0.506285436429885,0.64075049407394,0.5089547924502906,0.1761442439274258,0.005420893314335971,0.006753382143655937,0.15812145139597328,0.009971825947560799,0.9289059115370593,0.5084103539321506,0.5168980782361814,0.9136133470844227,0.5160059381986228,0.38093829636355236,0.493010395745865,0.4960770628893809,0.49278710910657003,0.5019036467019584
30,0.5745119961385646,0.17861742273496203,1.1682801856116352,1.282516074603857,1.0,0.19758497894098737,0.8666666666666667,-0.13747789029500157,-0.4812159293489382,0.3009183751963516,0.6239726525313886,0.6351879399283106,0.5544337607601154,0.5048170530905369,0.5032400199922376,0.21122289650265264,0.28157097275976894,0.12372269165736365,0.004372102137082217,0.0005836190546909805,0.9960287679992098,1.0,0.834639972073085,0.5112010581138922,0.5036527009834393,0.4938113066339228,0.19758497894098737,0.501043906434297,0.498503354137339,0.5028273390010359
31,0.523333507471554,0.10494515454986938,2.754962591468866,8.808624774198243,0.8940480888304607,0.3848275962806384,0.8,0.059265057125515996,0.36351664404054185,0.004472016101316256,0.5035251580938382,0.48193793915040845,0.49343801527745956,0.6160954283194123,0.5175147191293967,0.006847438677869475,0.06370285923617518,0.04624533862437559,0.1828353314088114,0.007617466808198231,0.5109485619081817,0.5305314447899189,0.5208223088174837,0.8940480888304607,0.5229010815649371,0.49065269479173473,0.3848275962806384,0.38929961238195465,0.49958356629187717,0.5121283566938563
32,0.5427962329492372,0.10233715247398888,1.9465919127644722,3.6445735879890244,0.8534728187077072,0.39175696164354146,0.9333333333333333,-0.04813905140671626,0.05697969583625384,-0.11212618187763934,0.5588646930191035,0.5830241379326102,0.5100916608538709,0.5445492578567096,0.4540893704205275,0.10514536527455931,0.10933070375084443,0.007380787499021091,0.14211618732188652,0.0881513378677974,0.7964931228714534,0.777418226172678,0.5214541114483222,0.8534728187077072,0.5164217791975135,0.5038831435211808,0.513531546736652,0.5004269269443081,0.4034092046944059,0.39175696164354146
33,0.5924757496760592,0.1560663951098474,1.6608496256045984,1.295871016818689,0.9917086227365748,0.49136573879897355,0.9333333333333333,-0.1293425349337708,-0.26784905574511164,0.009910609211936705,0.6294139049104552,0.7045588086694908,0.5121336604382999,0.5434552188208139,0.52367067020418,0.16172091251039308,0.23868016732414638,0.008353996512750508,0.07972546608739485,0.009766296617170725,0.8585785589900872,0.9917086227365748,0.5245771459359428,0.7238595669914631,0.5305764847692607,0.49136573879897355,0.5063430512772841,0.5012763480109103,0.5054491696493169,0.5167648556390994
34,0.5378069462378448,0.09036186694278968,3.4504551972894113,11.424567311209202,0.9001599876815851,0.49866139959594014,0.9666666666666667,0.05544903913670729,0.38126044552753935,-0.0042841263290192,0.5120136241162584,0.5073233749439386,0.5116425728691032,0.629922432840187,0.503947176874467,0.004973904963276775,0.0034727858493528324,0.007712857086136248,0.16253999560343052,0.007475217914976156,0.5188995421540458,0.5112010581138922,0.5252713162702581,0.9001599876815851,0.5092329541529937,0.5064810456608134,0.5029455259249593,0.5021310155704001,0.5093500584549014,0.49866139959594014
35,0.5386874341308933,0.08220305267061521,0.8098573881910405,1.0241113977278666,0.7551167460948437,0.38013791626909094,0.7333333333333333,0.024395707302958147,0.06361538127960042,0.11122782252988261,0.5368747270076607,0.5188522159548853,0.5593016209641503,0.5141725643957049,0.6281075628349946,0.09941102527409161,0.0756178537308099,0.07627898861911266,0.03923271953403507,0.1796181095120085,0.6915013648152433,0.6261634191827444,0.7013019333915681,0.6020533921784473,0.7551167460948437,0.38013791626909094,0.3947012076550756,0.4994946472772734,0.49136573879897355,0.5010983795751455
36,0.49698888237017635,0.09263181239063267,3.277890879233288,15.888946371067371,0.9213865512133634,0.3747571206150724,0.26666666666666666,-0.05459969058688552,-0.42189190393609005,-0.002110901619217065,0.5624255945749327,0.4905057780422623,0.4604248945976074,0.4921912024424602,0.43541709175222665,0.15832464286428388,0.06402007752486577,0.056247654152095476,0.004753339264019531,0.08578615387532407,0.9213865512133634,0.5970187500643993,0.4977182796225693,0.4994946472772734,0.4960770628893809,0.4959261073226428,0.37686802223428945,0.3770153026408266,0.48530709064586786,0.3747571206150724
